Date,Payload_weight,Total_distance_miles,Avg_traffic_congestion,Avg_temp,Avg_Precipitation,Avg_snow,vehicle_type,Origin_depot,Destination_depot,Avg_Speed_mph,Distance_highway,Distance_city,dispatch_time,total_payload,Fuel_consumed_gallons(Target Variable),Fuel_efficiency
22-01-2024,10.56,116,High,high,medium,Medium,SCANIA G 460,Birmingham,Cardiff,52,92,23,night,11.44,15.95186366,7.271877598
19-09-2023,9.68,146,Medium,medium,low,High,MAN TGM 18.250,Glasgow,Aberdeen,35,116,29,morning,10.56,15.98592136,9.133036296
27-09-2023,8.8,118,High,medium,high,Medium,VOLVO FH 520,Birmingham,London,46,94,23,morning,7.04,16.01740501,7.366986096
21-10-2023,10.56,99,High,low,high,High,VOLVO FH 520,Liverpool,Birmingham,36,79,19,night,7.04,16.01912551,6.180112637
25-05-2023,10.56,120,Medium,low,low,Medium,DAF XG 530,Leeds,Birmingham,43,96,24,morning,11.44,16.03412563,7.484037656
13-12-2023,9.68,122,Low,high,high,High,IVECO NP 460,Cardiff,Birmingham,39,97,24,morning,7.04,16.06155685,7.595776744
12-03-2023,10.56,118,Low,high,high,Medium,DAF XG 530,Birmingham,London,30,94,23,noon,9.68,16.12580626,7.31746358
21-11-2023,8.8,118,Medium,high,low,High,VOLVO FH 520,Birmingham,Leeds,42,94,23,noon,9.68,16.20099632,7.283502673
05-09-2023,8.8,87.3,Medium,high,low,Low,DAF XF 105.510,Birmingham,Manchester,38,69,17,noon,11.44,16.23556806,5.377083184
16-09-2023,10.56,118,High,low,medium,High,IVECO NP 460,London,Birmingham,44,94,23,night,9.68,16.33896984,7.221997541
22-10-2023,10.56,120,Medium,high,low,Low,SCANIA G 460,Leeds,Birmingham,34,96,24,night,9.68,16.47020797,7.285882499
30-11-2023,9.68,87.3,Medium,high,medium,High,IVECO EuroCargo ml180e28,Birmingham,Manchester,33,69,17,morning,12.32,16.50641637,5.28885241
13-07-2023,10.56,122,Medium,low,high,Low,DAF XG 530,Cardiff,Birmingham,38,97,24,night,10.56,16.51068337,7.389155086
14-10-2023,11.44,99,Medium,medium,low,Low,SCANIA R 450,Liverpool,Birmingham,44,79,19,morning,11.44,16.51497164,5.994560703
14-02-2023,8.8,122,High,medium,high,Medium,VOLVO FH 520,Cardiff,Birmingham,56,97,24,morning,10.56,16.57415973,7.360855813
05-04-2023,9.68,86.9,Medium,low,high,High,DAF XF 105.510,Manchester,Birmingham,40,69,17,noon,12.32,16.59635846,5.236088399
02-05-2023,11.44,87.3,Low,low,high,High,DAF XF 105.510,Birmingham,Manchester,48,69,17,noon,12.32,16.59635846,5.260190072
17-09-2023,9.68,149,Low,low,high,Low,VOLVO FL 420,London,Cardiff,37,119,29,night,9.68,16.62238716,8.963814798
12-02-2023,9.68,122,Low,medium,medium,High,SCANIA G 460,Cardiff,Birmingham,35,97,24,morning,7.04,16.64498947,7.329533024
16-02-2023,11.44,98.3,High,low,medium,Low,IVECO EuroCargo ml180e28,Birmingham,Liverpool,55,78,19,night,7.04,16.7465097,5.869879859
15-12-2023,10.56,98.3,Low,low,high,Low,IVECO EuroCargo ml180e28,Birmingham,Liverpool,38,78,19,morning,10.56,16.7465097,5.869879859
09-08-2023,7.04,149,Low,medium,high,Low,DAF XG 530,Cardiff,London,48,119,29,morning,12.32,16.75522494,8.892748413
29-10-2023,7.04,122,Medium,medium,low,High,VOLVO FH 520,Cardiff,Birmingham,58,97,24,noon,7.04,16.76413255,7.277441862
12-06-2023,8.8,86.9,High,high,medium,Low,DAF XF 105.510,Manchester,Birmingham,37,69,17,noon,7.04,16.76498875,5.183421313
05-03-2023,7.04,118,High,high,high,High,IVECO NP 460,Birmingham,London,38,94,23,noon,10.56,16.87176234,6.993934458
05-06-2023,10.56,118,High,low,high,Medium,IVECO NP 460,Birmingham,Leeds,37,94,23,noon,10.56,17.00401579,6.939537193
25-06-2023,10.56,99,High,medium,medium,Low,SCANIA R 450,Liverpool,Birmingham,49,79,19,noon,7.04,17.05350332,5.805258787
26-06-2023,10.56,118,Medium,high,high,High,VOLVO FH 520,Birmingham,London,60,94,23,night,9.68,17.05368033,6.919327542
17-06-2023,8.8,98.3,Medium,medium,high,High,SCANIA R 450,Birmingham,Liverpool,49,78,19,morning,9.68,17.26538569,5.693472579
26-03-2023,10.56,86.9,Low,medium,medium,Medium,DAF XF 105.510,Manchester,Birmingham,30,69,17,noon,9.68,17.27188091,5.031299165
19-11-2023,10.56,122,High,medium,high,High,VOLVO FL 420,Cardiff,Birmingham,33,97,24,noon,7.04,17.28977237,7.056194691
24-02-2023,7.04,146,Low,low,high,Low,IVECO NP 460,Glasgow,Aberdeen,35,116,29,noon,11.44,17.33154042,8.423948274
09-12-2023,9.68,147,Medium,low,high,Low,DAF XG 530,Aberdeen,Glasgow,57,117,29,night,7.04,17.41335272,8.441797646
13-02-2023,12.32,122,Low,medium,medium,Medium,VOLVO FH 520,Cardiff,Birmingham,39,97,24,night,10.56,17.44648392,6.992813025
22-09-2023,7.04,147,Low,high,high,Medium,VOLVO FL 420,Aberdeen,Glasgow,39,117,29,morning,7.04,17.45907697,8.419689097
01-07-2023,8.8,146,Low,low,high,Medium,DAF XG 530,Glasgow,Aberdeen,40,116,29,morning,9.68,17.48554804,8.349752588
29-09-2023,12.32,122,High,low,high,High,SCANIA G 460,Cardiff,Birmingham,55,97,24,night,10.56,17.52104155,6.963056371
04-06-2023,12.32,120,Medium,low,high,High,IVECO NP 460,Leeds,Birmingham,35,96,24,noon,10.56,17.65877968,6.795486561
06-08-2023,9.68,149,Low,high,low,Low,IVECO NP 460,Cardiff,London,36,119,29,night,8.8,17.66771254,8.433463
06-11-2023,10.56,120,High,medium,high,Low,VOLVO FH 520,Leeds,Birmingham,33,96,24,noon,11.44,17.68757116,6.784425002
02-05-2023,7.04,205,Low,medium,low,Low,MAN TGM 18.250,Cardiff,Liverpool,59,164,41,morning,10.56,17.77777778,11.53125
13-05-2023,8.8,196,Medium,high,medium,Low,MAN TGM 18.250,London,Leeds,45,156,39,morning,12.32,17.80059906,11.01086538
30-03-2023,12.32,149,Low,high,high,High,VOLVO FL 420,Cardiff,London,51,119,29,morning,7.04,17.88607741,8.330501797
08-09-2023,10.56,99,Low,medium,low,Medium,MAN TGX 18.400,Liverpool,Birmingham,57,79,19,morning,10.56,17.97455997,5.507784344
29-05-2023,12.32,149,Medium,medium,medium,Low,IVECO NP 460,London,Cardiff,49,119,29,night,7.04,18.01029976,8.273043869
29-11-2023,9.68,149,Low,medium,low,High,IVECO NP 460,London,Cardiff,59,119,29,night,11.44,18.06032837,8.25012685
07-10-2023,9.68,120,Medium,low,low,High,VOLVO FH 520,Leeds,Birmingham,35,96,24,morning,12.32,18.0806283,6.636937501
03-02-2024,10.56,99,Low,low,medium,Medium,DAF XF 105.510,Liverpool,Birmingham,60,79,19,night,7.04,18.08585755,5.473890288
08-05-2023,7.04,122,Medium,medium,high,High,VOLVO FH 520,Cardiff,Birmingham,31,97,24,noon,10.56,18.22188321,6.695246512
31-05-2023,9.68,147,Medium,medium,low,Low,IVECO NP 460,Aberdeen,Glasgow,37,117,29,night,7.04,18.36168188,8.005802571
12-01-2024,7.04,149,Medium,low,high,Low,VOLVO FH 520,Cardiff,London,51,119,29,night,10.56,18.44054581,8.080021141
21-09-2023,10.56,99,Low,medium,low,Low,DAF XF 105.510,Liverpool,Birmingham,38,79,19,morning,10.56,18.47902837,5.357424536
30-09-2023,12.32,149,Medium,high,medium,Low,SCANIA G 460,Cardiff,London,53,119,29,night,9.68,18.66452005,7.983060888
06-07-2023,12.32,147,Low,low,medium,High,IVECO NP 460,Aberdeen,Glasgow,41,117,29,morning,12.32,18.76971926,7.831763382
20-01-2024,11.44,99,Low,medium,high,High,IVECO EuroCargo ml180e28,Liverpool,Birmingham,38,79,19,night,11.44,18.787303,5.269516332
01-11-2023,7.04,149,Medium,high,high,Medium,SCANIA G 460,London,Cardiff,49,119,29,noon,9.68,18.86307877,7.89902867
16-11-2023,9.68,116,Low,medium,low,Low,MAN TGX 18.400,Birmingham,Cardiff,47,92,23,noon,10.56,18.87179487,6.146739131
13-12-2023,8.8,219,Low,high,high,Low,MAN TGM 18.250,Glasgow,Liverpool,45,175,43,night,8.8,18.88888889,11.59411765
04-04-2023,12.32,147,Medium,low,high,Medium,IVECO NP 460,Aberdeen,Glasgow,59,117,29,night,8.8,18.91685032,7.770849666
12-06-2023,8.8,118,Low,medium,medium,Medium,SCANIA R 450,Birmingham,London,50,94,23,noon,9.68,18.94630193,6.228128341
02-01-2024,8.8,147,High,high,medium,Low,IVECO NP 460,Aberdeen,Glasgow,36,117,29,morning,10.56,18.96043238,7.752987751
15-04-2023,10.56,197,Low,low,medium,Medium,MAN TGM 18.250,Leeds,London,47,157,39,night,9.68,19.02784985,10.35324546
15-12-2023,7.04,197,Medium,high,high,Medium,MAN TGM 18.250,Leeds,London,46,157,39,noon,10.56,19.02784985,10.35324546
09-01-2024,7.04,146,Low,low,high,High,VOLVO FH 520,Glasgow,Aberdeen,54,116,29,morning,7.04,19.09465021,7.646120688
27-09-2023,8.8,146,High,medium,high,Medium,SCANIA G 460,Glasgow,Aberdeen,47,116,29,noon,10.56,19.10755842,7.640955312
14-06-2023,7.04,147,High,medium,high,Medium,DAF XG 530,Aberdeen,Glasgow,59,117,29,noon,10.56,19.1289143,7.684701687
05-10-2023,11.44,147,Medium,low,high,Low,VOLVO FH 520,Aberdeen,Glasgow,57,117,29,noon,8.8,19.16487124,7.670283727
10-11-2023,8.8,118,High,high,low,Low,IVECO EuroCargo ml180e28,Birmingham,Leeds,46,94,23,night,8.8,19.19366096,6.147863102
11-10-2023,9.68,118,Low,high,high,Low,DAF XF 105.510,London,Birmingham,52,94,23,night,8.8,19.29824561,6.114545456
15-09-2023,9.68,98.3,High,medium,medium,High,DAF XF 105.510,Birmingham,Liverpool,60,78,19,noon,8.8,19.31868603,5.088337781
19-09-2023,11.44,196,High,high,low,Low,MAN TGM 18.250,London,Leeds,59,156,39,noon,10.56,19.34847724,10.12999615
21-11-2023,8.8,147,High,high,medium,High,IVECO NP 460,Aberdeen,Glasgow,59,117,29,noon,12.32,19.38177532,7.58444454
06-09-2023,10.56,149,Medium,high,low,Low,VOLVO FH 520,Cardiff,London,56,119,29,night,11.44,19.41110085,7.676020085
25-04-2023,10.56,201,Low,medium,high,Medium,MAN TGM 18.250,London,Manchester,54,160,40,morning,12.32,19.42236668,10.34889328
06-10-2023,11.44,149,Low,medium,medium,High,DAF XG 530,London,Cardiff,51,119,29,noon,10.56,19.59675431,7.603299896
07-10-2023,9.68,149,Medium,medium,low,High,DAF XG 530,Cardiff,London,56,119,29,morning,8.8,19.59675431,7.603299896
17-11-2023,12.32,147,Medium,medium,low,High,IVECO NP 460,Aberdeen,Glasgow,40,117,29,night,12.32,19.75759922,7.440175214
10-11-2023,12.32,147,High,high,medium,Low,VOLVO FH 520,Aberdeen,Glasgow,46,117,29,night,7.04,19.7898127,7.428064238
15-03-2023,10.56,122,High,high,medium,High,VOLVO FH 520,Cardiff,Birmingham,37,97,24,noon,9.68,19.80639479,6.159626792
11-01-2024,9.68,217,Low,medium,medium,Medium,MAN TGM 18.250,Manchester,Glasgow,53,173,43,morning,10.56,19.92158219,10.89270912
21-04-2023,7.04,118,Medium,low,medium,Medium,SCANIA R 450,Birmingham,Leeds,41,94,23,morning,9.68,19.94347571,5.916721925
17-01-2024,10.56,99,Medium,medium,low,High,SCANIA R 450,Liverpool,Birmingham,32,79,19,night,12.32,19.94561792,4.963496263
05-11-2023,10.56,146,High,medium,medium,Medium,DAF XG 530,Glasgow,Aberdeen,43,116,29,morning,10.56,20.00634788,7.297683759
23-08-2023,9.68,146,Medium,low,high,High,VOLVO FH 520,Glasgow,Aberdeen,50,116,29,night,7.04,20.0996318,7.263814654
28-04-2023,10.56,118,High,low,high,Low,IVECO EuroCargo ml180e28,London,Birmingham,40,94,23,noon,10.56,20.20385364,5.840469947
19-04-2023,12.32,147,Low,low,low,High,VOLVO FH 520,Aberdeen,Glasgow,53,117,29,morning,10.56,20.22958631,7.266584583
29-06-2023,10.56,118,Low,medium,high,Low,DAF XF 105.510,Birmingham,Leeds,53,94,23,morning,8.8,20.31394275,5.808818182
13-08-2023,9.68,98.3,Medium,medium,medium,High,DAF XF 105.510,Birmingham,Liverpool,36,78,19,noon,11.44,20.33545898,4.833920891
23-09-2023,10.56,118,High,medium,high,Low,SCANIA R 450,Birmingham,London,46,94,23,morning,9.68,20.37702953,5.790834225
02-04-2023,10.56,149,High,high,low,Medium,DAF XG 530,Cardiff,London,53,119,29,morning,7.04,20.39440204,7.305926386
01-04-2023,9.68,118,Low,medium,low,Medium,MAN TGX 18.400,London,Birmingham,53,94,23,morning,11.44,20.40370977,5.783262031
06-05-2023,11.44,120,Low,high,medium,Medium,SCANIA R 450,Leeds,Birmingham,54,96,24,morning,10.56,20.47672372,5.860312501
04-12-2023,12.32,116,Low,medium,low,High,SCANIA R 450,Birmingham,Cardiff,60,92,23,noon,11.44,20.49568365,5.659728262
23-09-2023,10.56,187,Low,medium,high,High,MAN TGM 18.250,Manchester,Cardiff,39,149,37,morning,10.56,20.49918796,9.12231257
08-01-2024,8.8,149,Medium,medium,medium,Medium,SCANIA G 460,London,Cardiff,32,119,29,night,9.68,20.50334649,7.267106376
28-06-2023,8.8,213,Medium,low,high,Medium,MAN TGM 18.250,Liverpool,London,43,170,42,morning,10.56,20.5755697,10.35208274
07-04-2023,8.8,118,Low,high,medium,Medium,SCANIA R 450,Birmingham,London,35,94,23,morning,10.56,20.59380644,5.729878075
17-01-2024,12.32,197,High,medium,low,Medium,MAN TGM 18.250,Leeds,London,49,157,39,noon,7.04,20.68244549,9.524985819
31-08-2023,7.04,122,Medium,high,high,Low,MAN TGX 18.400,Cardiff,Birmingham,55,97,24,night,7.04,20.89068826,5.83992248
10-02-2024,12.32,149,High,medium,medium,Low,SCANIA G 460,London,Cardiff,32,119,29,night,8.8,20.94907142,7.112487089
19-09-2023,10.56,217,Low,medium,medium,Medium,MAN TGM 18.250,Manchester,Glasgow,50,173,43,noon,12.32,20.97008652,10.34807366
04-11-2023,7.04,224,Low,high,medium,Low,MAN TGM 18.250,Leeds,Glasgow,38,179,44,night,7.04,21.00271003,10.66529032
20-03-2023,10.56,149,Medium,medium,low,Low,VOLVO FH 520,London,Cardiff,36,119,29,noon,10.56,21.09902266,7.061938479
09-10-2023,12.32,201,Low,high,low,Medium,MAN TGM 18.250,Manchester,London,36,160,40,morning,9.68,21.11126813,9.520981817
21-04-2023,11.44,118,Medium,high,low,Low,MAN TGX 18.400,London,Birmingham,57,94,23,morning,12.32,21.25150934,5.552546791
04-07-2023,12.32,118,Medium,high,medium,Low,IVECO EuroCargo ml180e28,London,Birmingham,31,94,23,morning,7.04,21.26721436,5.548446449
11-01-2024,7.04,227,High,low,medium,Low,MAN TGM 18.250,Leeds,Cardiff,41,181,45,night,12.32,21.29727819,10.658639
16-04-2023,7.04,233,Low,high,medium,Medium,MAN TGM 18.250,Cardiff,Leeds,58,186,46,night,7.04,21.39191605,10.89196496
08-05-2023,8.8,233,Low,low,low,Medium,MAN TGM 18.250,Cardiff,Leeds,42,186,46,morning,8.8,21.39191605,10.89196496
19-08-2023,11.44,224,Medium,low,low,Low,MAN TGM 18.250,Glasgow,Leeds,46,179,44,night,7.04,21.40996479,10.46241795
27-10-2023,10.56,149,Medium,medium,low,Medium,DAF XG 530,London,Cardiff,31,119,29,noon,11.44,21.46779162,6.940630067
26-03-2023,7.04,224,Low,medium,high,High,MAN TGM 18.250,Glasgow,Leeds,57,179,44,night,10.56,21.46943692,10.43343618
31-03-2023,10.56,99,Medium,medium,high,High,MAN TGX 18.400,Liverpool,Birmingham,33,79,19,morning,10.56,21.47989622,4.608960816
17-04-2023,7.04,122,Medium,medium,high,High,SCANIA R 450,Cardiff,Birmingham,56,97,24,morning,7.04,21.55388471,5.660232559
22-03-2023,12.32,219,High,low,high,Low,MAN TGM 18.250,Liverpool,Glasgow,41,175,43,morning,7.04,21.61200102,10.13325882
22-02-2023,10.56,118,Low,low,low,Medium,SCANIA R 450,London,Birmingham,38,94,23,morning,9.68,21.67769099,5.443384171
26-01-2024,10.56,122,Medium,low,medium,Medium,SCANIA R 450,Cardiff,Birmingham,59,97,24,morning,10.56,21.72284014,5.616208526
01-12-2023,10.56,118,Medium,high,low,High,SCANIA R 450,London,Birmingham,51,94,23,morning,10.56,21.92616043,5.381699198
09-08-2023,12.32,118,High,high,high,Low,DAF XF 105.510,Birmingham,Leeds,46,94,23,morning,10.56,22.08037256,5.344112726
31-12-2023,10.56,122,Medium,low,high,Low,DAF XF 105.510,Cardiff,Birmingham,52,97,24,noon,9.68,22.12636039,5.51378527
24-04-2023,11.44,147,Medium,high,high,High,DAF XG 530,Aberdeen,Glasgow,37,117,29,night,10.56,22.13749393,6.640318026
08-10-2023,11.44,227,High,medium,low,Low,MAN TGM 18.250,Leeds,Cardiff,49,181,45,morning,11.44,22.41818757,10.12570705
02-01-2024,12.32,118,Low,high,low,High,MAN TGX 18.400,Birmingham,London,45,94,23,night,7.04,22.43214875,5.260307486
26-12-2023,7.04,118,Medium,low,low,High,IVECO EuroCargo ml180e28,Birmingham,London,35,94,23,morning,10.56,22.44872627,5.256422952
12-02-2023,9.68,118,Medium,high,high,High,DAF XF 105.510,Birmingham,Leeds,55,94,23,night,8.8,22.5710475,5.227936364
05-08-2023,12.32,196,Low,low,high,Low,IVECO NP 460,London,Leeds,54,156,39,morning,10.56,22.57189365,8.683365385
25-07-2023,8.8,217,High,medium,low,High,MAN TGM 18.250,Manchester,Glasgow,57,173,43,night,8.8,22.61628896,9.594854416
02-07-2023,11.44,118,Medium,high,medium,Medium,IVECO EuroCargo ml180e28,London,Birmingham,37,94,23,night,10.56,22.62469613,5.215539662
01-08-2023,10.56,187,Medium,high,high,Low,IVECO NP 460,Manchester,Cardiff,54,149,37,noon,11.44,22.65566249,8.254007142
31-05-2023,9.68,216,Medium,high,medium,Medium,MAN TGM 18.250,Glasgow,Manchester,34,172,43,noon,10.56,22.69461324,9.517677068
08-09-2023,11.44,120,High,low,high,Low,SCANIA R 450,Leeds,Birmingham,34,96,24,night,12.32,22.74116293,5.276774999
21-08-2023,12.32,118,Medium,high,low,Medium,DAF XF 105.510,Birmingham,London,50,94,23,noon,12.32,22.74797621,5.187274635
09-11-2023,10.56,219,Medium,high,low,Low,MAN TGM 18.250,Glasgow,Liverpool,31,175,43,night,9.68,22.74947475,9.626595884
23-05-2023,7.04,196,Low,medium,medium,Medium,IVECO NP 460,London,Leeds,46,156,39,noon,9.68,22.81202018,8.591961538
28-09-2023,11.44,118,Medium,medium,medium,Medium,SCANIA R 450,London,Birmingham,30,94,23,noon,11.44,22.81862209,5.171214964
12-12-2023,10.56,147,High,medium,high,Medium,VOLVO FH 520,Aberdeen,Glasgow,33,117,29,night,10.56,22.88368721,6.423789954
03-09-2023,10.56,187,Low,high,medium,Medium,IVECO NP 460,Manchester,Cardiff,40,149,37,morning,11.44,22.89668017,8.167122858
22-02-2023,10.56,201,Medium,medium,low,Low,VOLVO FL 420,Manchester,London,49,160,40,noon,10.56,22.92729629,8.766842695
09-01-2024,10.56,146,Medium,low,low,High,VOLVO FH 520,Glasgow,Aberdeen,30,116,29,night,9.68,22.99729038,6.34857401
29-09-2023,9.68,194,Medium,high,high,Low,DAF XG 530,Cardiff,Manchester,59,155,38,noon,11.44,23.0065067,8.432397084
04-12-2023,11.44,146,Low,medium,medium,Low,IVECO EuroCargo ml180e28,Glasgow,Aberdeen,48,116,29,morning,12.32,23.06048407,6.331176725
09-12-2023,10.56,146,Low,medium,low,Low,IVECO EuroCargo ml180e28,Glasgow,Aberdeen,40,116,29,night,7.04,23.06048407,6.331176725
23-04-2023,11.44,201,Low,medium,low,Low,IVECO NP 460,London,Manchester,43,160,40,morning,9.68,23.15066016,8.682257811
28-04-2023,7.04,201,Medium,high,high,Medium,VOLVO FL 420,London,Manchester,53,160,40,noon,8.8,23.1712037,8.674560139
10-12-2023,10.56,122,Low,medium,medium,High,IVECO EuroCargo ml180e28,Cardiff,Birmingham,33,97,24,night,7.04,23.22902959,5.25204893
24-09-2023,11.44,212,Low,medium,medium,High,MAN TGM 18.250,London,Liverpool,36,169,42,noon,7.04,23.2553813,9.116169598
27-06-2023,10.56,118,High,low,medium,Medium,MAN TGX 18.400,London,Birmingham,51,94,23,noon,10.56,23.34520568,5.054571016
07-09-2023,7.04,205,Low,high,medium,Low,SCANIA G 460,Cardiff,Liverpool,43,164,41,morning,10.56,23.36182336,8.775000001
02-02-2024,9.68,197,Medium,medium,low,Low,DAF XG 530,Leeds,London,58,157,39,night,8.8,23.37938363,8.426227274
31-07-2023,12.32,196,Low,low,high,Low,SCANIA G 460,London,Leeds,42,156,39,morning,10.56,23.39181287,8.378999998
15-01-2024,7.04,187,Medium,high,low,Medium,VOLVO FL 420,Manchester,Cardiff,31,149,37,night,8.8,23.41519395,7.986267395
09-08-2023,10.56,224,High,medium,high,Medium,MAN TGM 18.250,Glasgow,Leeds,50,179,44,noon,8.8,23.51927215,9.524104257
18-03-2023,9.68,205,Low,high,high,High,VOLVO FL 420,Cardiff,Liverpool,40,164,41,morning,8.8,23.5657578,8.699062502
01-02-2024,12.32,118,Medium,medium,low,High,IVECO EuroCargo ml180e28,Birmingham,Leeds,37,94,23,morning,8.8,23.63023818,4.993601804
15-09-2023,7.04,199,High,high,high,Low,IVECO NP 460,Liverpool,Cardiff,47,159,39,morning,7.04,23.64410578,8.416473934
05-06-2023,10.56,217,Low,medium,low,High,MAN TGM 18.250,Manchester,Glasgow,38,173,43,morning,11.44,23.80661996,9.115111694
09-05-2023,7.04,213,High,high,low,Low,VOLVO FL 420,Liverpool,London,49,170,42,noon,10.56,23.82659301,8.93959115
10-11-2023,11.44,120,Medium,high,low,Low,DAF XF 105.510,Leeds,Birmingham,35,96,24,night,10.56,23.86395458,5.028504375
01-01-2024,7.04,201,Medium,low,medium,Low,DAF XG 530,London,Manchester,49,160,40,morning,11.44,23.86412365,8.422685155
21-06-2023,7.04,120,Low,medium,low,High,DAF XF 105.510,Leeds,Birmingham,36,96,24,noon,11.44,23.93024334,5.014575
11-11-2023,12.32,201,Low,high,low,Low,SCANIA G 460,London,Manchester,46,160,40,noon,8.8,23.99160294,8.37793125
16-06-2023,12.32,118,High,low,high,Low,DAF XF 105.510,London,Birmingham,32,94,23,noon,9.68,24.00040495,4.91658371
25-07-2023,11.44,116,High,low,low,High,IVECO EuroCargo ml180e28,Birmingham,Cardiff,30,92,23,morning,11.44,24.00933291,4.83145452
07-05-2023,9.68,118,High,low,low,Medium,MAN TGX 18.400,Birmingham,London,38,94,23,night,11.44,24.10646239,4.894952984
05-02-2024,10.56,120,High,high,low,Medium,DAF XF 105.510,Leeds,Birmingham,56,96,24,night,12.32,24.11782644,4.975572749
09-02-2024,10.56,187,High,low,low,Low,SCANIA G 460,Manchester,Cardiff,59,149,37,noon,12.32,24.24423191,7.713174857
15-07-2023,9.68,224,Medium,medium,low,Low,VOLVO FL 420,Leeds,Glasgow,48,179,44,night,9.68,24.26531897,9.231281908
30-12-2023,12.32,224,Low,medium,low,Low,VOLVO FL 420,Leeds,Glasgow,54,179,44,night,12.32,24.26531897,9.231281908
18-01-2024,10.56,224,Low,medium,high,Low,VOLVO FL 420,Leeds,Glasgow,40,179,44,night,7.04,24.26531897,9.231281908
02-09-2023,8.8,194,Low,low,low,Medium,VOLVO FH 520,Cardiff,Manchester,57,155,38,noon,9.68,24.31048069,7.980097246
06-03-2023,9.68,149,Low,medium,high,Low,DAF XF 105.510,Cardiff,London,47,119,29,morning,7.04,24.40660475,6.104904862
10-08-2023,10.56,205,Low,low,low,Low,DAF XG 530,Cardiff,Liverpool,59,164,41,night,9.68,24.46072674,8.380781249
03-03-2023,7.04,187,High,low,low,Medium,SCANIA G 460,Manchester,Cardiff,60,149,37,noon,8.8,24.50214927,7.631983543
01-01-2024,9.68,217,Low,medium,low,Low,SCANIA G 460,Manchester,Glasgow,49,173,43,night,12.32,24.60826211,8.818176555
28-02-2023,7.04,219,Low,medium,high,Low,DAF XG 530,Glasgow,Liverpool,60,175,43,morning,10.56,24.69004605,8.869971306
08-06-2023,7.04,201,Low,medium,low,Low,SCANIA G 460,London,Manchester,32,160,40,noon,12.32,24.77393782,8.113364999
30-03-2023,9.68,201,High,low,medium,Low,SCANIA G 460,London,Manchester,41,160,40,night,12.32,24.77393782,8.113364999
28-03-2023,9.68,201,Low,low,high,Low,SCANIA G 460,Manchester,London,35,160,40,noon,10.56,24.77393782,8.113364999
06-03-2023,7.04,196,Low,medium,low,Medium,IVECO NP 460,London,Leeds,38,156,39,night,11.44,24.79567411,7.904604615
31-12-2023,8.8,196,Low,low,medium,Medium,IVECO NP 460,London,Leeds,30,156,39,morning,11.44,24.79567411,7.904604615
12-05-2023,11.44,122,High,high,medium,Low,DAF XF 105.510,Cardiff,Birmingham,30,97,24,night,7.04,24.83464363,4.912492477
19-01-2024,12.32,187,High,low,low,Medium,IVECO NP 460,Manchester,Cardiff,53,149,37,noon,8.8,24.88769584,7.513753029
21-04-2023,12.32,199,High,medium,high,Low,IVECO NP 460,Liverpool,Cardiff,59,159,39,night,9.68,24.8885324,7.995650238
11-08-2023,10.56,199,Low,high,low,Low,IVECO NP 460,Liverpool,Cardiff,33,159,39,morning,7.04,24.8885324,7.995650238
08-05-2023,9.68,216,Medium,high,high,Medium,VOLVO FL 420,Glasgow,Manchester,52,172,43,morning,11.44,24.90904397,8.671549188
21-10-2023,7.04,122,High,medium,medium,Medium,MAN TGX 18.400,Cardiff,Birmingham,30,97,24,morning,10.56,24.94438755,4.890879752
12-09-2023,9.68,212,Low,high,medium,Low,VOLVO FH 520,London,Liverpool,54,169,42,morning,9.68,25,8.48
19-05-2023,10.56,217,Low,high,low,Medium,VOLVO FL 420,Manchester,Glasgow,50,173,43,morning,12.32,25.01765899,8.673873126
25-01-2024,9.68,219,Low,low,low,High,VOLVO FL 420,Liverpool,Glasgow,56,175,43,noon,11.44,25.03861767,8.746489239
15-11-2023,9.68,205,Low,low,medium,High,IVECO NP 460,Cardiff,Liverpool,45,164,41,night,10.56,25.04772814,8.184375
09-12-2023,10.56,213,High,medium,medium,Low,VOLVO FL 420,Liverpool,London,45,170,42,night,10.56,25.08062422,8.492611593
28-01-2024,8.8,212,Medium,high,low,Low,DAF XG 530,London,Liverpool,49,169,42,noon,8.8,25.16919291,8.422995555
06-12-2023,10.56,120,Low,medium,low,High,DAF XF 105.510,Leeds,Birmingham,36,96,24,noon,7.04,25.18972983,4.76384625
05-06-2023,8.8,201,Low,high,high,High,DAF XG 530,London,Manchester,57,160,40,noon,9.68,25.18990829,7.979385938
06-10-2023,11.44,146,Low,medium,medium,Low,DAF XF 105.510,Glasgow,Aberdeen,43,116,29,night,12.32,25.2023247,5.793116379
17-10-2023,10.56,149,Low,high,low,Medium,SCANIA R 450,London,Cardiff,46,119,29,noon,7.04,25.22263105,5.907393234
14-07-2023,9.68,219,Medium,high,medium,Medium,VOLVO FL 420,Liverpool,Glasgow,59,175,43,noon,11.44,25.23488903,8.678460989
19-05-2023,10.56,146,High,high,high,Low,SCANIA R 450,Glasgow,Aberdeen,41,116,29,morning,12.32,25.28059279,5.775181034
29-05-2023,10.56,118,High,medium,high,Medium,MAN TGX 18.400,Birmingham,London,38,94,23,noon,10.56,25.37522357,4.650205334
05-09-2023,8.8,224,Low,low,high,Low,SCANIA G 460,Leeds,Glasgow,51,179,44,night,11.44,25.39173789,8.821767182
02-11-2023,8.8,194,Low,high,low,Medium,SCANIA G 460,Cardiff,Manchester,35,155,38,noon,10.56,25.40811109,7.635357045
